t,yaw,pitch,roll,arealX,arealY,arealZ,aworldX,aworldY,aworldZ,gpstime,lat,lon,speed,alt
915.473299,-2.22,37.41,-2.33,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.482419,-2.22,37.41,-2.33,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.493207,-2.22,37.41,-2.33,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.502245,-2.22,37.41,-2.33,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.513233,-2.22,37.41,-2.32,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.522292,-2.22,37.41,-2.32,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.533269,-2.22,37.41,-2.32,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.542351,-2.22,37.42,-2.32,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.553215,-2.22,37.42,-2.32,0.61,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.562366,-2.22,37.42,-2.32,0.61,-0.04,0.79,0.00,-0.00,1.00,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.573315,-2.22,37.42,-2.32,0.61,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.582439,-2.22,37.42,-2.32,0.61,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.593303,-2.22,37.42,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.602358,-2.22,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.613260,-2.22,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.622367,-2.22,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.633308,-2.22,37.41,-2.31,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.642348,-2.23,37.40,-2.31,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.653216,-2.23,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.662289,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.673229,-2.23,37.41,-2.31,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.682441,-2.23,37.41,-2.31,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.693314,-2.23,37.41,-2.31,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.702399,-2.23,37.41,-2.31,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.713374,-2.23,37.41,-2.30,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.722413,-2.23,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.733519,-2.23,37.41,-2.30,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.742618,-2.23,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.753449,-2.23,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.762452,-2.23,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.773478,-2.23,37.41,-2.29,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.782651,-2.23,37.41,-2.29,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.793804,-2.23,37.41,-2.29,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.804235,-2.23,37.41,-2.29,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.812574,-2.23,37.41,-2.30,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.822976,-2.23,37.41,-2.30,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.833375,-2.24,37.42,-2.30,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.843798,-2.24,37.42,-2.30,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.855665,-2.23,37.42,-2.30,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:28,38.78,-104.66,0.23,5955.12
915.863876,-2.23,37.42,-2.30,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.872128,-2.23,37.42,-2.30,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.882529,-2.23,37.42,-2.30,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.892901,-2.23,37.42,-2.30,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.903345,-2.23,37.42,-2.30,0.61,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.912941,-2.23,37.42,-2.30,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.922009,-2.23,37.42,-2.30,0.60,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.932980,-2.24,37.42,-2.30,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.942077,-2.24,37.42,-2.30,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.952930,-2.24,37.42,-2.30,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.961917,-2.23,37.42,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.972938,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.982071,-2.23,37.42,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
915.992959,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.002045,-2.23,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.012898,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.021944,-2.23,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.032862,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.041950,-2.23,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.052824,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.061912,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.072755,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.081849,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.092790,-2.23,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.101876,-2.23,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.112743,-2.23,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.121800,-2.23,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.132841,-2.23,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.141942,-2.23,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.152798,-2.24,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.161820,-2.24,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.172731,-2.24,37.40,-2.31,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.181935,-2.24,37.40,-2.31,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.192834,-2.24,37.40,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.201919,-2.24,37.40,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.212793,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.221889,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.232802,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.241896,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.252768,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.261749,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.272632,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.281744,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.292689,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.301783,-2.24,37.41,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.312650,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.321731,-2.24,37.41,-2.31,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.332630,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.341693,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.352583,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.361610,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.372489,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.381694,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.392618,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.401760,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.412627,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.421698,-2.25,37.40,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.432626,-2.25,37.41,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.441820,-2.25,37.40,-2.30,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.452701,-2.25,37.40,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.461725,-2.25,37.40,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.472611,-2.25,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.481703,-2.25,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.492642,-2.25,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.501733,-2.25,37.40,-2.31,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.512596,-2.25,37.40,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.521721,-2.25,37.40,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.532641,-2.25,37.40,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.541699,-2.25,37.40,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.552529,-2.25,37.39,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.561622,-2.26,37.39,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.572500,-2.26,37.39,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.581601,-2.26,37.40,-2.30,0.60,-0.05,0.79,0.00,-0.01,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.592601,-2.26,37.40,-2.30,0.60,-0.05,0.79,0.00,-0.01,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.601754,-2.26,37.40,-2.30,0.60,-0.05,0.78,0.00,-0.01,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.612634,-2.25,37.40,-2.31,0.60,-0.05,0.78,0.00,-0.01,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.621715,-2.25,37.40,-2.31,0.60,-0.05,0.78,0.00,-0.01,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.632614,-2.25,37.40,-2.31,0.60,-0.05,0.79,0.00,-0.01,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.641760,-2.25,37.40,-2.31,0.61,-0.05,0.79,0.00,-0.01,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.652666,-2.26,37.41,-2.30,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.661704,-2.26,37.41,-2.30,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.672614,-2.26,37.41,-2.29,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.681764,-2.26,37.41,-2.29,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.692655,-2.26,37.41,-2.29,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.701737,-2.26,37.41,-2.29,0.61,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.712646,-2.26,37.41,-2.29,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.721805,-2.26,37.42,-2.29,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.732707,-2.26,37.42,-2.29,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.742137,-2.26,37.42,-2.29,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.751266,-2.26,37.42,-2.29,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.762044,-2.26,37.42,-2.29,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.771063,-2.26,37.42,-2.29,0.61,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.781910,-2.26,37.42,-2.28,0.61,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.791205,-2.26,37.42,-2.28,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.801999,-2.26,37.42,-2.28,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.812415,-2.26,37.42,-2.28,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.822984,-2.26,37.42,-2.28,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.833435,-2.26,37.42,-2.28,0.61,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.841768,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.854480,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:29,38.78,-104.66,0.35,5955.58
916.862633,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.872989,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.883412,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.891751,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.902155,-2.27,37.43,-2.28,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.911811,-2.27,37.43,-2.28,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.922726,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.931820,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.942744,-2.27,37.43,-2.28,0.61,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.951907,-2.27,37.43,-2.28,0.61,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.960910,-2.27,37.43,-2.28,0.61,-0.04,0.79,0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.971769,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.982670,-2.27,37.43,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
916.991809,-2.27,37.44,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.000999,-2.27,37.44,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.011775,-2.27,37.44,-2.28,0.61,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.022666,-2.27,37.44,-2.28,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.031825,-2.27,37.44,-2.29,0.61,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.040945,-2.27,37.44,-2.29,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.051853,-2.27,37.44,-2.29,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.060903,-2.27,37.44,-2.29,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.071739,-2.27,37.44,-2.29,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.084556,-2.27,37.44,-2.29,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.091844,-2.27,37.44,-2.29,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.100941,-2.27,37.43,-2.29,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.111839,-2.27,37.43,-2.29,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.120943,-2.27,37.43,-2.29,0.60,-0.04,0.79,-0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.131832,-2.27,37.44,-2.29,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.140944,-2.27,37.44,-2.29,0.60,-0.04,0.78,0.00,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.151880,-2.27,37.44,-2.29,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.160926,-2.27,37.44,-2.29,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.171794,-2.27,37.44,-2.29,0.60,-0.04,0.78,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.180945,-2.27,37.44,-2.29,0.60,-0.04,0.79,0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.191917,-2.28,37.44,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.201214,-2.28,37.44,-2.30,0.60,-0.04,0.79,-0.00,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.212090,-2.28,37.44,-2.30,0.60,-0.05,0.79,-0.00,-0.01,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.221188,-2.28,37.44,-2.30,0.60,-0.05,0.79,-0.00,-0.01,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.232154,-2.27,37.43,-2.30,0.60,-0.04,0.79,-0.01,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.241257,-2.27,37.43,-2.30,0.60,-0.04,0.79,-0.01,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.252161,-2.28,37.42,-2.30,0.59,-0.04,0.79,-0.01,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.261254,-2.28,37.42,-2.30,0.59,-0.04,0.79,-0.01,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.272136,-2.28,37.42,-2.30,0.60,-0.04,0.79,-0.01,-0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.281242,-2.28,37.42,-2.30,0.60,-0.04,0.79,-0.01,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
917.292133,-2.28,37.42,-2.30,0.60,-0.04,0.79,-0.01,0.00,0.99,17-05-2019 03:54:30,38.78,-104.66,0.68,5958.94
